file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_swab.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
temp_vcf4_swab.vcf	M	0	0	0	0	502.333333333334	163.666666666667	0	0	0	0	*	*	*
temp_vcf4_swab.vcf	N	0	0	0	0	959.166666666664	297.833333333333	0	0	0	0	*	*	*
temp_vcf4_swab.vcf	ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_swab.vcf	ORF1a	1.31666019242819	0.233117545070095	0.263272892967577	0.561421942733946	10149.2548180371	3065.65347890618	0.000129729740363622	7.60417140013067e-05	2.59401205002454e-05	0.000183132877409961	0.102731093590401	0.100704604523913	0.115903272522573
temp_vcf4_swab.vcf	ORF1b	0	0	0	0	5997.50000000004	1784.49999999998	0	0	0	0	*	*	*
temp_vcf4_swab.vcf	ORF3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
temp_vcf4_swab.vcf	ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_swab.vcf	ORF7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
temp_vcf4_swab.vcf	ORF8	0	0	0	0	280.5	82.5	0	0	0	0	*	*	*
temp_vcf4_swab.vcf	S	0	0	0	0	2926.66666666666	892.333333333337	0	0	0	0	*	*	*
temp_vcf4_FREQ.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
temp_vcf4_FREQ.vcf	M	0	0	0	0	502.333333333334	163.666666666667	0	0	0	0	*	*	*
temp_vcf4_FREQ.vcf	N	0	0	0	0	959.166666666664	297.833333333333	0	0	0	0	*	*	*
temp_vcf4_FREQ.vcf	ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_FREQ.vcf	ORF1a	0	0	0	0	10147.3333333333	3067.66666666669	0	0	0	0	*	*	*
temp_vcf4_FREQ.vcf	ORF1b	0	0	0	0	5997.50000000004	1784.49999999998	0	0	0	0	*	*	*
temp_vcf4_FREQ.vcf	ORF3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
temp_vcf4_FREQ.vcf	ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_FREQ.vcf	ORF7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
temp_vcf4_FREQ.vcf	ORF8	0	0	0	0	280.5	82.5	0	0	0	0	*	*	*
temp_vcf4_FREQ.vcf	S	0	0	0	0	2926.66666666666	892.333333333337	0	0	0	0	*	*	*
temp_vcf4_gene.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
temp_vcf4_gene.vcf	M	0	0	0	0	502.333333333334	163.666666666667	0	0	0	0	*	*	*
temp_vcf4_gene.vcf	N	0	0	0	0	959.166666666664	297.833333333333	0	0	0	0	*	*	*
temp_vcf4_gene.vcf	ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_gene.vcf	ORF1a	0	0	0	0	10147.3333333333	3067.66666666669	0	0	0	0	*	*	*
temp_vcf4_gene.vcf	ORF1b	0	0	0	0	5997.50000000004	1784.49999999998	0	0	0	0	*	*	*
temp_vcf4_gene.vcf	ORF3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
temp_vcf4_gene.vcf	ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_gene.vcf	ORF7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
temp_vcf4_gene.vcf	ORF8	0	0	0	0	280.5	82.5	0	0	0	0	*	*	*
temp_vcf4_gene.vcf	S	0	0	0	0	2926.66666666666	892.333333333337	0	0	0	0	*	*	*
temp_vcf4_AAchange.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
temp_vcf4_AAchange.vcf	M	0	0	0	0	502.333333333334	163.666666666667	0	0	0	0	*	*	*
temp_vcf4_AAchange.vcf	N	0	0	0	0	959.166666666664	297.833333333333	0	0	0	0	*	*	*
temp_vcf4_AAchange.vcf	ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_AAchange.vcf	ORF1a	0	0	0	0	10147.3333333333	3067.66666666669	0	0	0	0	*	*	*
temp_vcf4_AAchange.vcf	ORF1b	0	0	0	0	5997.50000000004	1784.49999999998	0	0	0	0	*	*	*
temp_vcf4_AAchange.vcf	ORF3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
temp_vcf4_AAchange.vcf	ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_AAchange.vcf	ORF7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
temp_vcf4_AAchange.vcf	ORF8	0	0	0	0	280.5	82.5	0	0	0	0	*	*	*
temp_vcf4_AAchange.vcf	S	0	0	0	0	2926.66666666666	892.333333333337	0	0	0	0	*	*	*
